epoch,train_loss,val_mae,lr
1,0.12470846109988779,96.22173,0.0003
2,0.029757690735748694,26.440966,0.0003
3,0.016385516140192624,20.102673,0.0003
4,0.013691730244680312,11.5709095,0.0003
5,0.011720524416826819,11.929886,0.0003
6,0.0112109698308825,12.753297,0.0003
7,0.009799413348227369,17.899208,0.0003
8,0.010202828904853446,14.539827,0.0003
9,0.008840944621851088,9.304225,0.0003
10,0.008817291691033673,7.827786,0.0003
11,0.008699013196565674,9.07083,0.0003
12,0.008035067316237451,11.382867,0.0003
13,0.008267390514681448,13.761887,0.0003
14,0.007887084821540538,8.0393915,0.0003
15,0.007229321377344151,9.371936,0.0003
16,0.007217609941866635,7.7672744,0.0003
17,0.007282247461564066,12.503324,0.0003
18,0.007402983648679316,10.528597,0.0003
19,0.006900259098463163,7.258828,0.0003
20,0.006841689000424013,8.828268,0.0003
21,0.006770648724975304,12.152197,0.0003
22,0.006420275843721578,9.028467,0.0003
23,0.006338324509870215,8.4787655,0.0003
24,0.0068619527575787915,8.105267,0.0003
25,0.005996334240907084,7.4432535,0.00015
26,0.004670631543335146,6.6441717,0.00015
27,0.004516151878611799,6.116877,0.00015
28,0.0046084097690911215,7.158877,0.00015
29,0.004416090848805437,6.5845203,0.00015
30,0.004877290427607496,7.1404247,0.00015
31,0.004381386403775005,6.480354,0.00015
32,0.004683294253331064,6.4675517,0.00015
33,0.004484139031177982,7.906747,7.5e-05
34,0.0038351157740052185,5.6742043,7.5e-05
35,0.0038406891010207013,6.256771,7.5e-05
36,0.003845593595444476,6.2013125,7.5e-05
37,0.00385001483392666,6.8115625,7.5e-05
38,0.003763899995454614,6.991572,7.5e-05
39,0.003800104316169419,5.6627755,7.5e-05
40,0.0037731029783062545,6.3745036,7.5e-05
41,0.003671658607934026,5.8271756,7.5e-05
42,0.0036845234922168167,5.8635626,7.5e-05
43,0.0036731407894555835,7.750951,7.5e-05
44,0.003723843285960775,5.754627,7.5e-05
45,0.0035651075050884017,6.5866284,3.75e-05
46,0.0033621005375803876,5.4231844,3.75e-05
47,0.0032957645077103773,5.454204,3.75e-05
48,0.0032961664748420608,6.340131,3.75e-05
49,0.0033438199506956637,5.969963,3.75e-05
50,0.003387919440672296,7.4231367,3.75e-05
51,0.003257515052859034,5.508594,3.75e-05
52,0.0032785567928383832,5.1608677,3.75e-05
53,0.0033457331094674425,6.5456433,3.75e-05
54,0.0032813602583135065,5.9478474,3.75e-05
55,0.0032998170516225682,6.661,3.75e-05
56,0.003273198957829369,6.4721766,3.75e-05
57,0.0032150102846896377,5.8570285,3.75e-05
58,0.003213302672867706,6.228739,1.875e-05
59,0.0030847686986319135,5.707532,1.875e-05
60,0.003056638829672856,5.7725163,1.875e-05
61,0.0030766203458502087,7.0155435,1.875e-05
62,0.003069353931394108,6.594375,1.875e-05
63,0.0030646179261698517,6.2596784,1.875e-05
64,0.0030437644795201627,6.380174,9.375e-06
65,0.002987105899811162,5.618613,9.375e-06
66,0.0029820112213956125,6.0429835,9.375e-06
67,0.002965158926848616,5.770781,9.375e-06
