epoch,train_loss,val_mae,lr
1,0.11648770634617124,121.07438,0.0005
2,0.07034880847537092,120.64634,0.0005
3,0.060723746860665936,119.277306,0.0005
4,0.05727733492052981,116.927284,0.0005
5,0.051847708344991715,112.036285,0.0005
6,0.04747513368991869,108.40422,0.0005
7,0.044590441709650416,103.00386,0.0005
8,0.04330588564542787,103.36023,0.0005
9,0.041177154784756045,96.9355,0.0005
10,0.037045371086735814,83.53363,0.0005
11,0.0372609560643988,92.71788,0.0005
12,0.033863477475409,90.61598,0.0005
13,0.030831442014979466,77.33642,0.0005
14,0.030065547142710005,76.15252,0.0005
15,0.029671264479735067,65.49776,0.0005
16,0.0274911841510662,67.209175,0.0005
17,0.026089657696762254,63.83399,0.0005
18,0.024199856012793525,69.7087,0.0005
19,0.022532140436981405,56.47473,0.0005
20,0.02235400470505868,54.951847,0.0005
21,0.021356897927554592,55.254536,0.0005
22,0.01988514103660626,55.1078,0.0005
23,0.01813106915713953,48.73393,0.0005
24,0.017561171087436378,42.455994,0.0005
25,0.0166160067643172,44.868294,0.0005
26,0.01693846594675311,55.928432,0.0005
27,0.016263166575559547,51.086174,0.0005
28,0.016253713152504394,42.374996,0.0005
29,0.014735990752732115,45.458717,0.0005
30,0.01398834792364921,42.99089,0.0005
31,0.013377495426019388,39.87356,0.0005
32,0.014216660638339818,38.323963,0.0005
33,0.01266830274835229,40.724205,0.0005
34,0.012847626797987946,37.887787,0.0005
35,0.012473660670886082,47.894173,0.0005
36,0.013055998965033464,42.04117,0.0005
37,0.012841373682022095,44.6105,0.0005
38,0.013775897029388164,39.163975,0.0005
39,0.01176161867832499,47.8452,0.0005
40,0.010835101046333355,44.25066,0.00025
41,0.009829095032598292,38.4005,0.00025
42,0.010030752247465509,39.7558,0.00025
43,0.008992825077647077,38.41581,0.00025
44,0.009393801812880806,35.38574,0.00025
45,0.008863494731485844,37.84163,0.00025
46,0.008644853078294545,37.329323,0.00025
47,0.008898466742331428,36.386536,0.00025
48,0.008886078464066876,35.693214,0.00025
49,0.008561239976968085,37.65064,0.00025
50,0.008443394459650986,35.455826,0.000125
51,0.007930610370489635,40.390835,0.000125
52,0.007884148824294763,36.32337,0.000125
53,0.0076429389134448555,35.616577,0.000125
54,0.007383317462102111,36.28674,0.000125
55,0.007696751754597894,38.513477,0.000125
56,0.007501403909243111,35.483734,6.25e-05
57,0.007274225254410079,34.85142,6.25e-05
58,0.007177087786008737,35.091766,6.25e-05
59,0.00715248502923974,36.7241,6.25e-05
60,0.007139359575895858,35.021027,6.25e-05
61,0.007050910889769771,34.98701,6.25e-05
62,0.007370948791503906,34.512207,6.25e-05
63,0.00710150897170284,35.53238,6.25e-05
64,0.007247577845451555,36.259796,6.25e-05
65,0.0070768674403162935,35.06996,6.25e-05
66,0.006784646106617791,36.111492,6.25e-05
67,0.00701231141075758,36.038074,6.25e-05
68,0.00711347909444677,37.510075,3.125e-05
69,0.0068785007294666555,35.055904,3.125e-05
70,0.00687080599267834,36.078133,3.125e-05
71,0.006803837629766869,35.36265,3.125e-05
72,0.006798760782528136,34.73593,3.125e-05
73,0.006820358552171716,35.090656,3.125e-05
74,0.006753740191925317,35.344078,1.5625e-05
75,0.006710412413147944,34.936073,1.5625e-05
76,0.006712580448947847,35.273335,1.5625e-05
77,0.006533266128306943,35.299923,1.5625e-05
78,0.0066881475088718745,34.74097,1.5625e-05
79,0.00668076887294384,35.192474,1.5625e-05
80,0.006647171103395522,34.964523,7.8125e-06
81,0.006619420359909002,35.67043,7.8125e-06
82,0.006460248168358313,35.42627,7.8125e-06
