epoch,train_loss,val_mae,lr
1,0.12137518478441535,78.7168,0.0003
2,0.041549139250363555,67.75191,0.0003
3,0.027435298290304624,40.163998,0.0003
4,0.020098698673252,35.46405,0.0003
5,0.017404609042919277,30.34526,0.0003
6,0.01416061691460644,28.430815,0.0003
7,0.013731082943867103,29.703867,0.0003
8,0.012543789227010056,22.89874,0.0003
9,0.011093336795128233,23.584307,0.0003
10,0.010754003939199498,22.858158,0.0003
11,0.01064169349890836,20.454887,0.0003
12,0.01028140448613471,19.427631,0.0003
13,0.008963437764460985,19.767769,0.0003
14,0.008933151032605606,20.778496,0.0003
15,0.008981554396064078,23.8656,0.0003
16,0.008895551683419843,17.810942,0.0003
17,0.007939111783374024,18.574049,0.0003
18,0.008269556770990004,18.710678,0.0003
19,0.007930828977175274,20.118532,0.0003
20,0.00827468473742488,17.799961,0.0003
21,0.00714890181214483,18.781784,0.0003
22,0.007592402502925317,16.735422,0.0003
23,0.00693801605757094,17.580254,0.0003
24,0.007120819814518651,18.112936,0.0003
25,0.006682207964407087,20.555593,0.0003
26,0.007013483490810355,17.296091,0.0003
27,0.00646670122487911,16.518456,0.0003
28,0.006636225318930332,18.142147,0.0003
29,0.006847902827150347,21.070732,0.0003
30,0.006732114320195809,16.867785,0.0003
31,0.006401752921679208,18.245487,0.0003
32,0.006453849665078632,15.305591,0.0003
33,0.005817952769696403,16.528519,0.0003
34,0.005941989300270174,16.727552,0.0003
35,0.006083158890164121,17.80124,0.0003
36,0.0061695408018081765,15.876711,0.0003
37,0.005691850981076105,17.321392,0.0003
38,0.005657497550944384,16.961245,0.00015
39,0.004336742478465329,16.26378,0.00015
40,0.004471814204818913,15.244464,0.00015
41,0.004376299737245463,15.413113,0.00015
42,0.004223352725157723,15.640879,0.00015
43,0.004361914533588463,15.472708,0.00015
44,0.004221598179122101,14.650874,0.00015
45,0.004297440728613202,15.088173,0.00015
46,0.004274901120509968,15.860174,0.00015
47,0.004179501872223752,15.487661,0.00015
48,0.004095073105357742,15.8966875,0.00015
49,0.0043544261696984166,16.150114,0.00015
50,0.004251557678618001,16.470865,7.5e-05
51,0.0035558596255327287,14.633601,7.5e-05
52,0.0035395626784437547,14.743598,7.5e-05
53,0.0034511169733641924,15.181013,7.5e-05
54,0.0035209906011186075,15.659427,7.5e-05
55,0.003449934058440115,14.425945,7.5e-05
56,0.003450001415089391,15.096204,7.5e-05
57,0.0034264642977120965,14.345963,7.5e-05
58,0.003458616793294789,14.667989,7.5e-05
59,0.003456092483066486,14.565316,7.5e-05
60,0.003498163177627931,15.28588,7.5e-05
61,0.003410759829255246,14.686369,7.5e-05
62,0.003464062251846202,15.070552,7.5e-05
63,0.0034301185949523914,14.45525,3.75e-05
64,0.0031184023352440336,14.860885,3.75e-05
65,0.003088520679437397,15.002919,3.75e-05
66,0.0030880661524785875,14.924294,3.75e-05
67,0.003035352911212756,14.573715,3.75e-05
68,0.0030872561327371113,14.556738,3.75e-05
69,0.0030646535115803424,15.332707,1.875e-05
70,0.002968865278644557,14.471996,1.875e-05
71,0.0029285005525651066,14.399106,1.875e-05
72,0.002926628071528809,14.451523,1.875e-05
