epoch,train_loss,val_mae,lr
1,0.10261453755877235,0.31649163,0.0005
2,0.06459950770844113,0.31072584,0.0005
3,0.055209353972565045,0.3246406,0.0005
4,0.049344446781006725,0.26967475,0.0005
5,0.044123729115182704,0.22903201,0.0005
6,0.03609440130266276,0.22178596,0.0005
7,0.03257253447716886,0.16752566,0.0005
8,0.026849652352658186,0.14312449,0.0005
9,0.02442089756104079,0.10782896,0.0005
10,0.022833051295443014,0.11318819,0.0005
11,0.02075796587900682,0.094733946,0.0005
12,0.02025302030484785,0.1128988,0.0005
13,0.017365751635621894,0.09910374,0.0005
14,0.01695386975664984,0.09748042,0.0005
15,0.01625366627492688,0.09608062,0.0005
16,0.014944019710475749,0.08543276,0.0005
17,0.015823820521208374,0.12308933,0.0005
18,0.015916404669935054,0.0941997,0.0005
19,0.012740451012822715,0.10844776,0.0005
20,0.013523605059493671,0.08443392,0.0005
21,0.012859154475683516,0.08206127,0.0005
22,0.013814984973181378,0.08342358,0.0005
23,0.01345562186430801,0.08481729,0.0005
24,0.013505066761916333,0.09913107,0.0005
25,0.011858157847415318,0.10562756,0.0005
26,0.013538879951970144,0.08886293,0.0005
27,0.011072459393604236,0.08868578,0.00025
28,0.010010982389477166,0.09406393,0.00025
29,0.009479837830771099,0.08707186,0.00025
30,0.009148991963064129,0.08709803,0.00025
31,0.00915721252729947,0.08311939,0.00025
32,0.009166920447552745,0.08370004,0.00025
33,0.008830745365809311,0.07712871,0.00025
34,0.009165697629478844,0.08648474,0.00025
35,0.008375404360280796,0.085571125,0.00025
36,0.008485062919895757,0.08837058,0.00025
37,0.00926717408001423,0.08423022,0.00025
38,0.008615142310207541,0.07645934,0.00025
39,0.008298213001001965,0.083034135,0.00025
40,0.008457459551705555,0.08189289,0.00025
41,0.008477683399211277,0.09133265,0.00025
42,0.008800303885205226,0.07622632,0.00025
43,0.007795935301956805,0.07312384,0.00025
44,0.007905228732323105,0.07873522,0.00025
45,0.007677478681911122,0.0822864,0.00025
46,0.0077965726821937345,0.07410639,0.00025
47,0.008289749793369662,0.082002535,0.00025
48,0.008016564536162398,0.07999773,0.00025
49,0.00838368305597793,0.078704335,0.000125
50,0.007166586714712056,0.085306324,0.000125
51,0.007159054711122405,0.08660137,0.000125
52,0.006914741020988335,0.075259976,0.000125
53,0.0068088876676153055,0.07724512,0.000125
54,0.006904607570984147,0.07753998,0.000125
55,0.006869771348481829,0.08304731,6.25e-05
56,0.006406209702518853,0.073788576,6.25e-05
57,0.0066631138748066,0.08126666,6.25e-05
58,0.006636764862659302,0.07698357,6.25e-05
59,0.006421382124112411,0.07711365,6.25e-05
60,0.006465483668514274,0.07537431,6.25e-05
61,0.006523990766568617,0.074902356,3.125e-05
62,0.0063735735687342554,0.07773346,3.125e-05
63,0.006118856700645252,0.07691679,3.125e-05
